Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
SPS_74a.R1	SPS_74a.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5634149.0	817.6 Mbp	0.0	31-146	41.0	4.667998700283118	145.1287083461939	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPS_74a.R2	SPS_74a.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5634149.0	844 Mbp	0.0	18-151	45.0	8.636798173503717	149.84017781567368	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_74b.F	SPS_74b.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1975927.0	288.4 Mbp	0.0	146.0	41.0	6.683747023086668	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPS_74b.R	SPS_74b.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1975927.0	298.3 Mbp	0.0	151.0	46.0	12.137883531519735	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_74b.R1	SPS_74b.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1955951.0	283.9 Mbp	0.0	31-146	41.0	6.432660125388681	145.18629761174998	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPS_74b.R2	SPS_74b.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1955951.0	293 Mbp	0.0	31-151	45.0	11.368384195057562	149.86831111822332	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_75.F	SPS_75.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2035071.0	297.1 Mbp	0.0	146.0	42.0	9.437821067140856	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_75.R	SPS_75.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2035071.0	307.2 Mbp	0.0	151.0	47.0	16.02593252403058	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_75.R1	SPS_75.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2015886.0	290.3 Mbp	0.0	31-146	42.0	9.144652452387076	144.0426730479799	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_75.R2	SPS_75.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2015886.0	299.4 Mbp	0.0	31-151	46.0	15.199767293957645	148.5546757108289	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_78.F	SPS_78.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1841682.0	268.8 Mbp	0.0	146.0	41.0	7.2146528205308105	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPS_78.R	SPS_78.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1841682.0	278 Mbp	0.0	151.0	45.0	12.372880612240138	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_78.R1	SPS_78.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1821403.0	264.1 Mbp	0.0	31-146	41.0	6.937562949848247	145.05920051740335	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPS_78.R2	SPS_78.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1821403.0	272.6 Mbp	0.0	31-151	45.0	11.586039368856136	149.7461149454569	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_79.F	SPS_79.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2847254.0	415.6 Mbp	0.0	146.0	42.0	11.004423251094817	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_79.R	SPS_79.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2847254.0	429.9 Mbp	0.0	151.0	47.0	16.694994887029495	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_79.R1	SPS_79.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2822036.0	408.5 Mbp	0.0	31-146	42.0	10.759578804515712	144.7854474570842	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_79.R2	SPS_79.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2822036.0	421.5 Mbp	0.0	23-151	47.0	16.002875048703594	149.38923883323955	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_80.F	SPS_80.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2302351.0	336.1 Mbp	0.0	146.0	42.0	7.966912758389583	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_80.R	SPS_80.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2302351.0	347.6 Mbp	0.0	151.0	46.0	14.173548451540817	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_80.R1	SPS_80.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2274777.0	329.5 Mbp	0.0	31-146	41.0	7.586028384906884	144.89805418289353	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_80.R2	SPS_80.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2274777.0	340 Mbp	0.0	31-151	46.0	13.203822186741759	149.49724390566635	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_81.F	SPS_81.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	987370.0	144.1 Mbp	0.0	146.0	41.0	8.710513789157053	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPS_81.R	SPS_81.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	987370.0	149 Mbp	0.0	151.0	45.0	14.823332039666848	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_81.R1	SPS_81.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	976637.0	141.7 Mbp	0.0	31-146	41.0	8.465581377727856	145.12315015712082	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPS_81.R2	SPS_81.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	976637.0	146.2 Mbp	0.0	31-151	45.0	13.97353408569785	149.79894781786888	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_83.F	SPS_83.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3359921.0	490.5 Mbp	0.0	146.0	41.0	6.118501659473131	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_83.R	SPS_83.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3359921.0	507.3 Mbp	0.0	151.0	46.0	11.673219490461499	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_83.R1	SPS_83.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3328948.0	483 Mbp	0.0	31-146	41.0	5.873605158353601	145.10790465936986	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_83.R2	SPS_83.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3328948.0	498.2 Mbp	0.0	19-151	46.0	11.030653328731926	149.7154924018038	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_85.F	SPS_85.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2182965.0	318.7 Mbp	0.0	146.0	41.0	8.660915964844412	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_85.R	SPS_85.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2182965.0	329.6 Mbp	0.0	151.0	46.0	14.383369744851818	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_85.R1	SPS_85.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2159027.0	313.1 Mbp	0.0	31-146	41.0	8.35234443294793	145.06880414186577	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_85.R2	SPS_85.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2159027.0	323.1 Mbp	0.0	31-151	46.0	13.526619170014431	149.70203522234783	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_86.F	SPS_86.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1791469.0	261.5 Mbp	0.0	146.0	41.0	7.97050400722035	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPS_86.R	SPS_86.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1791469.0	270.5 Mbp	0.0	151.0	45.0	13.42103483397659	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_86.R1	SPS_86.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1770948.0	256.6 Mbp	0.0	31-146	41.0	7.68495405860797	144.95437867176224	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPS_86.R2	SPS_86.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1770948.0	264.9 Mbp	0.0	31-151	45.0	12.509281880657175	149.6090743488798	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_87.F	SPS_87.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3795909.0	554.2 Mbp	0.0	146.0	41.0	5.24421956860256	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPS_87.R	SPS_87.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3795909.0	573.1 Mbp	0.0	151.0	45.0	10.532827680088047	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_87.R1	SPS_87.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3762507.0	546.7 Mbp	0.0	31-146	41.0	5.070449988514062	145.3168565533566	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPS_87.R2	SPS_87.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3762507.0	564.2 Mbp	0.0	19-151	45.0	9.922234885999302	149.99255948228137	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_88.F	SPS_88.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8024914.0	1.1 Gbp	0.0	146.0	40.0	3.0777979691533286	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_88.R	SPS_88.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8024914.0	1.2 Gbp	0.0	151.0	44.0	7.476907087138851	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_88.R1	SPS_88.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7956558.0	1.1 Gbp	0.0	31-146	40.0	3.035045861909477	145.49187110808467	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_88.R2	SPS_88.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7956558.0	1.1 Gbp	0.0	16-151	44.0	6.844644978173791	150.1778814406933	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_89.F	SPS_89.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2881408.0	420.6 Mbp	0.0	146.0	42.0	6.674888354562778	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_89.R	SPS_89.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2881408.0	435 Mbp	0.0	151.0	47.0	12.297467906606418	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_89.R1	SPS_89.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2855019.0	414.1 Mbp	0.0	31-146	42.0	6.394851650354007	145.0802796758971	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_89.R2	SPS_89.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2855019.0	427.4 Mbp	0.0	26-151	47.0	11.625107456365468	149.7317334840854	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_90.F	SPS_90.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1511706.0	220.7 Mbp	0.0	146.0	41.0	7.79921765784181	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_90.R	SPS_90.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1511706.0	228.2 Mbp	0.0	151.0	46.0	14.428368372447428	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_90.R1	SPS_90.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1497636.0	217.6 Mbp	0.0	31-146	41.0	7.59166659051735	145.333847476957	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_90.R2	SPS_90.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1497636.0	224.6 Mbp	0.0	31-151	46.0	13.723947845084558	150.00824299095373	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_91.F	SPS_91.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2534325.0	370 Mbp	0.0	146.0	41.0	5.999397720032943	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPS_91.R	SPS_91.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2534325.0	382.6 Mbp	0.0	151.0	46.0	11.586817847818649	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_91.R1	SPS_91.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2513143.0	365.4 Mbp	0.0	31-146	41.0	5.878466573356406	145.41356222069336	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPS_91.R2	SPS_91.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2513143.0	377 Mbp	0.0	19-151	46.0	10.972359178765734	150.07343075980953	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_92a.F	SPS_92a.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2893311.0	422.4 Mbp	0.0	146.0	41.0	7.16964569266265	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPS_92a.R	SPS_92a.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2893311.0	436.8 Mbp	0.0	151.0	46.0	13.006077550480596	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_92a.R1	SPS_92a.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2869756.0	416.7 Mbp	0.0	31-146	41.0	6.969325978357989	145.25073560260873	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPS_92a.R2	SPS_92a.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2869756.0	430.1 Mbp	0.0	31-151	46.0	12.430223005427843	149.9287462069946	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_92b.F	SPS_92b.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2555313.0	373 Mbp	0.0	146.0	42.0	7.417664207887728	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPS_92b.R	SPS_92b.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2555313.0	385.8 Mbp	0.0	151.0	46.0	13.8491123103255	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_92b.R1	SPS_92b.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2535444.0	368.7 Mbp	0.0	31-146	42.0	7.24183345980069	145.4432213844991	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPS_92b.R2	SPS_92b.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2535444.0	380.6 Mbp	0.0	31-151	46.0	13.25102056547297	150.14527475266658	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_92c.F	SPS_92c.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2843596.0	415.1 Mbp	0.0	146.0	41.0	7.292351512298838	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPS_92c.R	SPS_92c.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2843596.0	429.3 Mbp	0.0	151.0	45.0	12.50143227567202	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_92c.R1	SPS_92c.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2817698.0	408.6 Mbp	0.0	31-146	41.0	7.085485263781176	145.05449874330037	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPS_92c.R2	SPS_92c.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2817698.0	421.8 Mbp	0.0	17-151	45.0	11.849877406935168	149.75153298898604	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_92d.F	SPS_92d.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2796303.0	408.2 Mbp	0.0	146.0	42.0	8.283800336085232	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_92d.R	SPS_92d.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2796303.0	422.2 Mbp	0.0	151.0	46.0	13.789966129325995	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_92d.R1	SPS_92d.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2769818.0	401.7 Mbp	0.0	31-146	42.0	7.962469857914012	145.0655721783886	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_92d.R2	SPS_92d.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2769818.0	414.6 Mbp	0.0	31-151	46.0	13.066439732814597	149.71527948767752	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_93.F	SPS_93.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3332734.0	486.5 Mbp	0.0	146.0	41.0	6.329292788095109	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_93.R	SPS_93.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3332734.0	503.2 Mbp	0.0	151.0	46.0	11.937699077096287	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_93.R1	SPS_93.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3301490.0	479.4 Mbp	0.0	31-146	41.0	6.082984778618247	145.22366961584012	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_93.R2	SPS_93.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3301490.0	494.7 Mbp	0.0	31-151	46.0	11.209751753227444	149.88248094042387	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_94.F	SPS_94.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1683120.0	245.7 Mbp	0.0	146.0	41.0	7.3377569256832125	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPS_94.R	SPS_94.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1683120.0	254.1 Mbp	0.0	151.0	45.0	12.698782283046844	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_94.R1	SPS_94.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1667239.0	242.2 Mbp	0.0	31-146	41.0	7.103013362580627	145.3164675250519	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPS_94.R2	SPS_94.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1667239.0	250 Mbp	0.0	16-151	45.0	11.98381940530576	150.0097124647396	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC1_404.F	WC1_404.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1972656.0	288 Mbp	0.0	146.0	41.0	7.8407482465940745	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC1_404.R	WC1_404.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1972656.0	297.8 Mbp	0.0	151.0	46.0	14.286591531675654	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC1_404.R1	WC1_404.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1953409.0	282.3 Mbp	0.0	31-146	41.0	7.475438646796001	144.5329687740765	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC1_404.R2	WC1_404.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1953409.0	291.1 Mbp	0.0	31-151	46.0	13.422564249729485	149.09836086554327	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC1_405.F	WC1_405.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2942903.0	429.6 Mbp	0.0	146.0	40.0	5.158246057434587	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC1_405.R	WC1_405.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2942903.0	444.3 Mbp	0.0	151.0	45.0	10.7071492266424	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC1_405.R1	WC1_405.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2913940.0	423.7 Mbp	0.0	31-146	40.0	4.933431860135055	145.44737812034566	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC1_405.R2	WC1_405.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2913940.0	437.3 Mbp	0.0	20-151	44.0	9.92914743942379	150.1142765465315	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC1_406.F	WC1_406.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4527644.0	661 Mbp	0.0	146.0	41.0	3.846019325221106	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC1_406.R	WC1_406.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4527644.0	683.6 Mbp	0.0	151.0	45.0	8.17156451709713	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC1_406.R1	WC1_406.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4488297.0	653 Mbp	0.0	31-146	41.0	3.635445217884617	145.51426743818425	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC1_406.R2	WC1_406.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4488297.0	674 Mbp	0.0	31-151	45.0	7.513579176525516	150.21503724018262	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC1_407.F	WC1_407.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1416441.0	206.8 Mbp	0.0	146.0	40.0	5.722793960355567	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC1_407.R	WC1_407.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1416441.0	213.8 Mbp	0.0	151.0	45.0	10.042790193060645	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC1_407.R1	WC1_407.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1405767.0	204.5 Mbp	0.0	32-146	40.0	5.571833739161611	145.51505548216738	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC1_407.R2	WC1_407.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1405767.0	211.1 Mbp	0.0	20-151	45.0	9.575450848335027	150.24351475031068	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC1_408.F	WC1_408.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3224954.0	470.8 Mbp	0.0	146.0	41.0	5.235477764669719	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC1_408.R	WC1_408.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3224954.0	486.9 Mbp	0.0	151.0	45.0	9.907275815753252	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC1_408.R1	WC1_408.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3194974.0	464.1 Mbp	0.0	31-146	41.0	4.981877971164158	145.2808526767354	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC1_408.R2	WC1_408.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3194974.0	479.1 Mbp	0.0	31-151	45.0	9.2537916693781	149.99117801897606	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC1_409.F	WC1_409.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1379419.0	201.3 Mbp	0.0	146.0	42.0	7.8816544835361855	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC1_409.R	WC1_409.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1379419.0	208.2 Mbp	0.0	151.0	46.0	14.82065244670644	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC1_409.R1	WC1_409.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1365541.0	198.3 Mbp	0.0	31-146	42.0	7.634368511633174	145.28859697365365	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC1_409.R2	WC1_409.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1365541.0	204.8 Mbp	0.0	31-151	45.0	13.950539549412108	150.02729321199436	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC1_410.F	WC1_410.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	65593.0	9.5 Mbp	0.0	146.0	43.0	29.547360236610615	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC1_410.R	WC1_410.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	65593.0	9.9 Mbp	0.0	151.0	47.0	38.48733858795908	151.0	151	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC1_410.R1	WC1_410.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	64259.0	9.3 Mbp	0.0	31-146	43.0	29.10409436810408	144.9378452823729	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC1_410.R2	WC1_410.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	64259.0	9.6 Mbp	0.0	31-151	47.0	37.26637513811295	149.5838248338754	151	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC1_411.F	WC1_411.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2709914.0	395.6 Mbp	0.0	146.0	41.0	5.241808429251959	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
WC1_411.R	WC1_411.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2709914.0	409.1 Mbp	0.0	151.0	45.0	10.299688846699485	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC1_411.R1	WC1_411.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2689430.0	391.1 Mbp	0.0	31-146	41.0	5.075250139715693	145.4498923563729	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
WC1_411.R2	WC1_411.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2689430.0	403.7 Mbp	0.0	28-151	45.0	9.779660590685237	150.16008856895328	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
WC1_412.F	WC1_412.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2814930.0	410.9 Mbp	0.0	146.0	41.0	5.592461818825841	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC1_412.R	WC1_412.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2814930.0	425 Mbp	0.0	151.0	46.0	11.131969983665265	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
WC1_412.R1	WC1_412.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2787960.0	404.9 Mbp	0.0	31-146	41.0	5.360321115500645	145.25491972625144	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
