Sample	Filename	File type	Encoding	Total Sequences	Total Bases	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	median_sequence_length	basic_statistics	per_base_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
SPN_387.R	SPN_387.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2265095.0	342 Mbp	0.0	151.0	46.0	13.248750711708187	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPN_387.R1	SPN_387.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2240998.0	325.2 Mbp	0.0	31-146	41.0	7.1158074491081456	145.14196799818652	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPN_387.R2	SPN_387.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2240998.0	335.6 Mbp	0.0	31-151	46.0	12.307890815195279	149.80126756025663	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPN_388.F	SPN_388.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1578940.0	230.5 Mbp	0.0	146.0	41.0	7.462674366131383	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPN_388.R	SPN_388.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1578940.0	238.4 Mbp	0.0	151.0	45.0	12.834576661888386	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPN_388.R1	SPN_388.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1563316.0	227.1 Mbp	0.0	31-146	41.0	7.240408467361566	145.3341026382382	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPN_388.R2	SPN_388.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1563316.0	234.5 Mbp	0.0	31-151	45.0	12.020846170590906	150.04003029457897	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPN_389.F	SPN_389.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2695386.0	393.5 Mbp	0.0	146.0	40.0	7.96526974336236	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPN_389.R	SPN_389.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2695386.0	407 Mbp	0.0	151.0	44.0	12.91723577428753	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPN_389.R1	SPN_389.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2669769.0	388.1 Mbp	0.0	31-146	40.0	7.717326670113173	145.40161489627005	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPN_389.R2	SPN_389.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2669769.0	400.6 Mbp	0.0	31-151	44.0	12.264439453144066	150.10221745776508	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPN_390.F	SPN_390.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5977441.0	872.7 Mbp	0.0	146.0	41.0	4.119619797025665	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPN_390.R	SPN_390.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5977441.0	902.5 Mbp	0.0	151.0	45.0	9.66160686271184	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPN_390.R1	SPN_390.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5923719.0	861.6 Mbp	0.0	31-146	40.0	3.908288272390455	145.4637704793222	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPN_390.R2	SPN_390.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5923719.0	889.2 Mbp	0.0	31-151	45.0	8.932844015878397	150.13947437412207	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPN_391.F	SPN_391.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3252771.0	474.9 Mbp	0.0	146.0	41.0	5.667559183379515	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPN_391.R	SPN_391.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3252771.0	491.1 Mbp	0.0	151.0	46.0	10.692484185131754	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPN_391.R1	SPN_391.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3222550.0	468.1 Mbp	0.0	31-146	41.0	5.417214471525111	145.28778638035095	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPN_391.R2	SPN_391.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3222550.0	483.2 Mbp	0.0	31-151	46.0	9.856437328792893	149.98086267086623	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPN_392.F	SPN_392.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3364316.0	491.1 Mbp	0.0	146.0	41.0	4.61251018554679	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPN_392.R	SPN_392.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3364316.0	508 Mbp	0.0	151.0	45.0	8.621259570161088	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPN_392.R1	SPN_392.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3337382.0	485.6 Mbp	0.0	31-146	41.0	4.470249109859288	145.52258087327132	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPN_392.R2	SPN_392.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3337382.0	501.3 Mbp	0.0	31-151	45.0	8.039920332169709	150.2400839939809	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPN_393.F	SPN_393.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2636156.0	384.8 Mbp	0.0	146.0	42.0	6.026777960206076	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPN_393.R	SPN_393.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2636156.0	398 Mbp	0.0	151.0	46.0	10.411080363245683	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPN_393.R1	SPN_393.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2613981.0	379.7 Mbp	0.0	31-146	41.0	5.812384895059251	145.2914156606341	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPN_393.R2	SPN_393.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2613981.0	392 Mbp	0.0	31-151	46.0	9.760241293696977	150.01616691169522	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPN_394.F	SPN_394.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3369799.0	491.9 Mbp	0.0	146.0	41.0	7.437710253879651	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPN_394.R	SPN_394.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3369799.0	508.8 Mbp	0.0	151.0	46.0	12.207913388931596	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPN_394.R1	SPN_394.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3341208.0	484.8 Mbp	0.0	31-146	41.0	7.240799050217564	145.126584756172	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPN_394.R2	SPN_394.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3341208.0	500.5 Mbp	0.0	31-151	46.0	11.572382655535845	149.84541459256653	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPN_395.F	SPN_395.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3966833.0	579.1 Mbp	0.0	146.0	41.0	5.538201200318898	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPN_395.R	SPN_395.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3966833.0	598.9 Mbp	0.0	151.0	45.0	10.193305627313242	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPN_395.R1	SPN_395.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3927443.0	570.5 Mbp	0.0	31-146	41.0	5.268957815024644	145.28200638430653	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPN_395.R2	SPN_395.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3927443.0	588.8 Mbp	0.0	20-151	45.0	9.397881498552044	149.96657239837725	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPN_396.F	SPN_396.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2541028.0	370.9 Mbp	0.0	146.0	41.0	6.501207330107821	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPN_396.R	SPN_396.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2541028.0	383.6 Mbp	0.0	151.0	45.0	11.61428624500932	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPN_396.R1	SPN_396.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2515598.0	365.2 Mbp	0.0	31-146	41.0	6.253552387063438	145.2087734208725	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPN_396.R2	SPN_396.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2515598.0	377 Mbp	0.0	17-151	45.0	10.729250286288195	149.91413691694777	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPN_397.F	SPN_397.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2342013.0	341.9 Mbp	0.0	146.0	40.0	6.56246221186697	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPN_397.R	SPN_397.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2342013.0	353.6 Mbp	0.0	151.0	45.0	10.737322831886656	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPN_397.R1	SPN_397.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2323610.0	337.8 Mbp	0.0	31-146	40.0	6.383642160088869	145.42801502833953	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPN_397.R2	SPN_397.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2323610.0	348.8 Mbp	0.0	31-151	44.0	10.115207874930071	150.17439200210018	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPN_398.F	SPN_398.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3062343.0	447.1 Mbp	0.0	146.0	41.0	5.655447974663459	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPN_398.R	SPN_398.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3062343.0	462.4 Mbp	0.0	151.0	45.0	10.50623719890126	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPN_398.R1	SPN_398.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3032279.0	440.5 Mbp	0.0	31-146	41.0	5.387076695374956	145.286590053224	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPN_398.R2	SPN_398.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3032279.0	454.7 Mbp	0.0	21-151	45.0	9.766808721230094	149.99025782258164	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPN_399.F	SPN_399.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2167025.0	316.3 Mbp	0.0	146.0	41.0	6.393652465312405	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPN_399.R	SPN_399.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2167025.0	327.2 Mbp	0.0	151.0	45.0	11.437599526448679	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPN_399.R1	SPN_399.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2148692.0	312.4 Mbp	0.0	31-146	41.0	6.18441551287572	145.44182228071776	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPN_399.R2	SPN_399.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2148692.0	322.5 Mbp	0.0	17-151	45.0	10.782659023379079	150.15355434841288	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPN_400.F	SPN_400.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1957632.0	285.8 Mbp	0.0	146.0	41.0	7.65618196433354	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPN_400.R	SPN_400.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1957632.0	295.6 Mbp	0.0	151.0	45.0	12.339020673514623	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPN_400.R1	SPN_400.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1938995.0	281.2 Mbp	0.0	31-146	41.0	7.360715112578063	145.0636716443312	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPN_400.R2	SPN_400.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1938995.0	290.3 Mbp	0.0	31-151	45.0	11.596688190968276	149.7887849117713	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPN_401.F	SPN_401.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3949909.0	576.6 Mbp	0.0	146.0	42.0	5.874398607255772	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPN_401.R	SPN_401.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3949909.0	596.4 Mbp	0.0	151.0	46.0	10.831540871681247	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPN_401.R1	SPN_401.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3910286.0	567.1 Mbp	0.0	31-146	41.0	5.777389287117742	145.06012041062982	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPN_401.R2	SPN_401.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3910286.0	585.3 Mbp	0.0	28-151	45.0	9.986693108517773	149.72003173169432	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPN_402.F	SPN_402.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1583749.0	231.2 Mbp	0.0	146.0	41.0	6.544109694390886	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPN_402.R	SPN_402.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1583749.0	239.1 Mbp	0.0	151.0	45.0	11.680566455812112	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPN_402.R1	SPN_402.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1570946.0	228.4 Mbp	0.0	31-146	41.0	6.350568383636357	145.41484112120978	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPN_402.R2	SPN_402.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1570946.0	235.7 Mbp	0.0	31-151	45.0	11.131080687294746	150.1131916692235	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPN_403.F	SPN_403.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1849061.0	269.9 Mbp	0.0	146.0	41.0	6.475129492252258	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPN_403.R	SPN_403.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1849061.0	279.2 Mbp	0.0	151.0	45.0	11.846601705100884	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPN_403.R1	SPN_403.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1830000.0	265.7 Mbp	0.0	31-146	41.0	6.274246576535041	145.25169180327867	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPN_403.R2	SPN_403.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1830000.0	274.3 Mbp	0.0	29-151	45.0	10.988236395648986	149.9312475409836	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_077.F	SPS_077.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3567413.0	520.8 Mbp	0.0	146.0	41.0	4.857073606038647	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPS_077.R	SPS_077.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3567413.0	538.6 Mbp	0.0	151.0	45.0	9.154454284261341	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_077.R1	SPS_077.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3537393.0	514.4 Mbp	0.0	31-146	41.0	4.6654099766456865	145.44728504862198	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPS_077.R2	SPS_077.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3537393.0	531 Mbp	0.0	28-151	45.0	8.569974038992493	150.15116895408568	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_082.F	SPS_082.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3743728.0	546.5 Mbp	0.0	146.0	41.0	4.685212401711485	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPS_082.R	SPS_082.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3743728.0	565.3 Mbp	0.0	151.0	45.0	8.894125765247948	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_082.R1	SPS_082.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3713236.0	540.1 Mbp	0.0	31-146	41.0	4.493083489537034	145.48833847350397	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPS_082.R2	SPS_082.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3713236.0	557.6 Mbp	0.0	31-151	45.0	8.327238627188926	150.19708092887174	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_63.F	SPS_63.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2887568.0	421.5 Mbp	0.0	146.0	41.0	5.526431869286707	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPS_63.R	SPS_63.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2887568.0	436 Mbp	0.0	151.0	46.0	10.7649306698873	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_63.R1	SPS_63.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2859531.0	415.2 Mbp	0.0	31-146	41.0	5.299831327048152	145.23116273262994	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPS_63.R2	SPS_63.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2859531.0	428.5 Mbp	0.0	31-151	45.0	9.971043697242807	149.9032876370286	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_64.F	SPS_64.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2627815.0	383.6 Mbp	0.0	146.0	42.0	7.842525733788867	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_64.R	SPS_64.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2627815.0	396.8 Mbp	0.0	151.0	46.0	13.351269147694817	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_64.R1	SPS_64.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2601161.0	377.3 Mbp	0.0	31-146	42.0	7.549757516582928	145.06959546141127	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_64.R2	SPS_64.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2601161.0	389.3 Mbp	0.0	31-151	46.0	12.521957707661702	149.7024520973519	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_65.F	SPS_65.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3503749.0	511.5 Mbp	0.0	146.0	41.0	4.622712398208451	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPS_65.R	SPS_65.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3503749.0	529 Mbp	0.0	151.0	45.0	10.199750103293614	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_65.R1	SPS_65.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3475295.0	505.4 Mbp	0.0	31-146	41.0	4.441696783719653	145.44563238516443	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPS_65.R2	SPS_65.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3475295.0	521.7 Mbp	0.0	31-151	45.0	9.57585839734508	150.1527596937814	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_66.F	SPS_66.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2598349.0	379.3 Mbp	0.0	146.0	42.0	8.040549316479114	146.0	146	pass	pass	pass	fail	pass	pass	pass	fail	fail	pass
SPS_66.R	SPS_66.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2598349.0	392.3 Mbp	0.0	151.0	46.0	13.712699337753687	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_66.R1	SPS_66.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2571603.0	371.9 Mbp	0.0	31-146	42.0	7.6640595883843	144.66478418325067	146	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
SPS_66.R2	SPS_66.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2571603.0	383.7 Mbp	0.0	31-151	46.0	12.870612427300324	149.23524082060877	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_67.F	SPS_67.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2751378.0	401.7 Mbp	0.0	146.0	41.0	6.887400193055192	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPS_67.R	SPS_67.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2751378.0	415.4 Mbp	0.0	151.0	45.0	11.56046280852772	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_67.R1	SPS_67.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2725426.0	395.7 Mbp	0.0	31-146	41.0	6.644743683684383	145.22270316640407	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPS_67.R2	SPS_67.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2725426.0	408.6 Mbp	0.0	15-151	45.0	10.85869486454339	149.9518765139835	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_68.F	SPS_68.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5063585.0	739.2 Mbp	0.0	146.0	41.0	4.564767060568908	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPS_68.R	SPS_68.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5063585.0	764.6 Mbp	0.0	151.0	46.0	9.106453389742962	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_68.R1	SPS_68.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5019634.0	729.4 Mbp	0.0	31-146	41.0	4.53522593230613	145.34072025968428	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPS_68.R2	SPS_68.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5019634.0	753.1 Mbp	0.0	18-151	45.0	8.374452466514876	150.0577127734811	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_70.F	SPS_70.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2051054.0	299.4 Mbp	0.0	146.0	41.0	7.218836818246298	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPS_70.R	SPS_70.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2051054.0	309.7 Mbp	0.0	151.0	45.0	12.769551028752272	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_70.R1	SPS_70.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2027716.0	294.1 Mbp	0.0	31-146	41.0	6.868674711772347	145.09490185016048	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPS_70.R2	SPS_70.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2027716.0	303.6 Mbp	0.0	31-151	45.0	11.68608328103319	149.79287631995803	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_71.F	SPS_71.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2448828.0	357.5 Mbp	0.0	146.0	42.0	7.743247531675282	146.0	146	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_71.R	SPS_71.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2448828.0	369.7 Mbp	0.0	151.0	46.0	13.555215960841538	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_71.R1	SPS_71.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2424492.0	350.6 Mbp	0.0	31-146	42.0	7.431515800494191	144.65549690409372	146	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_71.R2	SPS_71.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2424492.0	361.7 Mbp	0.0	31-151	46.0	12.775231384173601	149.23872258600977	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_72.F	SPS_72.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2919179.0	426.2 Mbp	0.0	146.0	41.0	5.630085912910049	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPS_72.R	SPS_72.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2919179.0	440.7 Mbp	0.0	151.0	45.0	10.781978931245918	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_72.R1	SPS_72.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2890785.0	419.7 Mbp	0.0	31-146	41.0	5.402678330488786	145.2146742147894	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPS_72.R2	SPS_72.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2890785.0	433.3 Mbp	0.0	15-151	45.0	10.054410079087786	149.92014660377717	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_73.F	SPS_73.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1243784.0	181.5 Mbp	0.0	146.0	41.0	7.092710631427964	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPS_73.R	SPS_73.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1243784.0	187.8 Mbp	0.0	151.0	46.0	11.650782287009202	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
SPS_73.R1	SPS_73.R1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1234320.0	179.4 Mbp	0.0	31-146	41.0	6.931265798172273	145.42443207596085	146	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
SPS_73.R2	SPS_73.R2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1234320.0	185.2 Mbp	0.0	31-151	46.0	11.183968244727685	150.13697339425758	151	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass
SPS_74a.F	SPS_74a.F.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5688712.0	830.5 Mbp	0.0	146.0	41.0	4.907280552492424	146.0	146	pass	pass	pass	fail	warn	pass	pass	fail	fail	pass
SPS_74a.R	SPS_74a.R.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5688712.0	858.9 Mbp	0.0	151.0	46.0	9.416310668835827	151.0	151	pass	pass	pass	fail	fail	pass	pass	fail	fail	pass
